product_id,product_title,ingredient_name,category,variant_id,variant_sku,variant_barcode,pack_size_g,pack_size_description,price,compare_at_price,price_per_kg,in_stock,stock_status,order_rule_type,shipping_responsibility,url,scraped_at
8153830359234,Magnesium Taurate Powder,Magnesium Taurate Powder,Magnesium Mineral,45508747755714,MAGTAU250,849720046543,250.0,250 Grams (8.8 oz),19.97,,79.88,True,in_stock,fixed_pack,vendor,https://www.bulksupplements.com/products/magnesium-taurate-powder,2025-12-24T22:59:34.949831
8153830359234,Magnesium Taurate Powder,Magnesium Taurate Powder,Magnesium Mineral,45508747788482,MAGTAU100,849720046536,100.0,100 Grams (3.5 oz),15.97,,159.7,True,in_stock,fixed_pack,vendor,https://www.bulksupplements.com/products/magnesium-taurate-powder,2025-12-24T22:59:34.949831
8153830359234,Magnesium Taurate Powder,Magnesium Taurate Powder,Magnesium Mineral,45508747821250,MAGTAU500,849720046550,500.0,500 Grams (1.1 lbs),28.97,,57.94,False,out_of_stock,fixed_pack,vendor,https://www.bulksupplements.com/products/magnesium-taurate-powder,2025-12-24T22:59:34.949831
8153830359234,Magnesium Taurate Powder,Magnesium Taurate Powder,Magnesium Mineral,45508747854018,MAGTAU1KG,849720046567,1000.0,1 Kilogram (2.2 lbs),38.97,,38.97,True,in_stock,fixed_pack,vendor,https://www.bulksupplements.com/products/magnesium-taurate-powder,2025-12-24T22:59:34.949831
8153821249730,Golden Milk Powder,Golden Milk Powder,Herbal Supplement,45508657578178,GDM500,849720044075,500.0,500 Grams (1.1 lbs),24.97,,49.94,True,in_stock,fixed_pack,vendor,https://www.bulksupplements.com/products/golden-milk-powder,2025-12-24T22:59:37.447452
8153821249730,Golden Milk Powder,Golden Milk Powder,Herbal Supplement,45508657610946,GDM100,849720044051,100.0,100 Grams (3.5 oz),15.97,,159.7,True,in_stock,fixed_pack,vendor,https://www.bulksupplements.com/products/golden-milk-powder,2025-12-24T22:59:37.447452
8153821249730,Golden Milk Powder,Golden Milk Powder,Herbal Supplement,45508657643714,GDM250,849720044068,250.0,250 Grams (8.8 oz),19.97,,79.88,True,in_stock,fixed_pack,vendor,https://www.bulksupplements.com/products/golden-milk-powder,2025-12-24T22:59:37.447452
8153821249730,Golden Milk Powder,Golden Milk Powder,Herbal Supplement,45508657676482,GDM1KG,849720044082,1000.0,1 Kilogram (2.2 lbs),35.97,,35.97,True,in_stock,fixed_pack,vendor,https://www.bulksupplements.com/products/golden-milk-powder,2025-12-24T22:59:37.447452
8142019788994,Maqui Berry Capsules,Maqui Berry Capsules,Herbal Supplement,45445480874178,MAQ100,849720048165,100.0,100 Grams (3.5 oz),15.97,,159.7,True,in_stock,fixed_pack,vendor,https://www.bulksupplements.com/products/maqui-berry-capsules,2025-12-24T22:59:39.239652
8142019788994,Maqui Berry Capsules,Maqui Berry Capsules,Herbal Supplement,45445500338370,MAQ250,849720048172,250.0,250 Grams (8.8 oz),19.97,,79.88,True,in_stock,fixed_pack,vendor,https://www.bulksupplements.com/products/maqui-berry-capsules,2025-12-24T22:59:39.239652
8142019788994,Maqui Berry Capsules,Maqui Berry Capsules,Herbal Supplement,45445501616322,MAQ500,849720048189,500.0,500 Grams (1.1 lbs),28.97,,57.94,True,in_stock,fixed_pack,vendor,https://www.bulksupplements.com/products/maqui-berry-capsules,2025-12-24T22:59:39.239652
8142019788994,Maqui Berry Capsules,Maqui Berry Capsules,Herbal Supplement,45445504499906,MAQ1KG,849720048196,1000.0,1 Kilogram (2.2 lbs),38.97,,38.97,False,out_of_stock,fixed_pack,vendor,https://www.bulksupplements.com/products/maqui-berry-capsules,2025-12-24T22:59:39.239652
8135481131202,Kudzu Root Capsules,Kudzu Root Capsules,Herbal Supplement,45410704064706,KDZ100,849720023391,100.0,100 Grams (3.5 oz),18.97,,189.7,True,in_stock,fixed_pack,vendor,https://www.bulksupplements.com/products/kudzu-capsules,2025-12-24T22:59:41.289044
8135481131202,Kudzu Root Capsules,Kudzu Root Capsules,Herbal Supplement,45410709504194,KDZ250,849720023384,250.0,250 Grams (8.8 oz),28.97,,115.88,False,out_of_stock,fixed_pack,vendor,https://www.bulksupplements.com/products/kudzu-capsules,2025-12-24T22:59:41.289044
8135481131202,Kudzu Root Capsules,Kudzu Root Capsules,Herbal Supplement,45410722021570,KDZ500,849720023377,500.0,500 Grams (1.1 lbs),44.97,,89.94,True,in_stock,fixed_pack,vendor,https://www.bulksupplements.com/products/kudzu-capsules,2025-12-24T22:59:41.289044
8135481131202,Kudzu Root Capsules,Kudzu Root Capsules,Herbal Supplement,45410722218178,KDZ1KG,849720023360,1000.0,1 Kilogram (2.2 lbs),72.97,,72.97,True,in_stock,fixed_pack,vendor,https://www.bulksupplements.com/products/kudzu-capsules,2025-12-24T22:59:41.289044
8124119220418,Pea Protein Powder,Pea Protein Powder,Protein Supplement,45338977304770,CONPEAPRO1KG,849720046109,1000.0,1 Kilogram (2.2 lbs),35.97,,35.97,True,in_stock,fixed_pack,vendor,https://www.bulksupplements.com/products/pea-protein-powder,2025-12-24T22:59:46.903104
